# Lunar Core 2.4.0 Handbook
# Created 2024/07/31 19:31:06


# Commands
/account {create | delete} [username] (reserved player uid). 创建或删除帐户。
/avatar {cur | all | lineup} lv(level) p(ascension) e(eidolon) s(skill levels). 设置当前角色的属性
/clear {relics | lightcones | materials | items} lv(filter level). 从目标玩家的库存中移除过滤物品。
/energy. 补充当前阵容中的所有角色能量。
/gender {male | female}。设置玩家性别。
/give [item id] x(amount) lv(level) r(rank) p(promotion). 给予目标玩家一件物品。
/giveall {materials | avatars | lightcones | relics | usables} lv(level). 向目标玩家提供物品。
/heal. 治疗你的角色。
/help. 显示可用命令的列表。
/kick @[player id]. 将一名玩家踢出服务器。
/lineup [avatar ids]. 使用风险自负！使用指定的头像 ID 设置您当前的阵容。
/mail [content]. 向目标玩家发送系统邮件。
69 : [Level 1] 自动机兵•齿狼
70 : [Level 1] 永冬灾影
71 : [Level 1] 火焚灾影
72 : [Level 1] 炎华造物
73 : [Level 1] 霜晶造物
74 : [Level 1] 外宇宙之冰
75 : [Level 1] 外宇宙之炎
76 : [Level 1] 炽燃徘徊者
77 : [Level 1] 流浪者
78 : [Level 1] 自动机兵•甲虫
79 : [Level 1] 史瓦罗
80 : [Level 1] 深寒徘徊者
81 : [Level 1] 布洛妮娅
94 : [Level 8] 炎华造物
95 : [Level 10] 火焚灾影
96 : [Level 8] 炎华造物
97 : [Level 10] 炎华造物
98 : [Level 10] 炎华造物
99 : [Level 11] 火焚灾影
100 : [Level 1] 炎华造物
117 : [Level 11] 蚕食者之影
130 : [Level 40] 银鬃近卫
131 : [Level 40] 炎华造物
132 : [Level 40] 霜晶造物
133 : [Level 40] 自动机兵•战犬
134 : [Level 40] 银鬃射手
135 : [Level 40] 流浪者
136 : [Level 40] 自动机兵•甲虫
137 : [Level 40] 自动机兵•蜘蛛
138 : [Level 40] 自动机兵•灰熊
139 : [Level 40] 炽燃徘徊者
140 : [Level 40] 史瓦罗
141 : [Level 40] 可可利亚
166 : [Level 87] 银鬃尉官（错误）
167 : [Level 87] 自动机兵•灰熊（错误）
168 : [Level 87] 自动机兵•齿狼（错误）
169 : [Level 87] 炽燃徘徊者（错误）
170 : [Level 87] 深寒徘徊者（错误）
171 : [Level 87] 外宇宙之冰（错误）
172 : [Level 87] 外宇宙之炎（错误）
173 : [Level 87] 守护者之影（错误）
174 : [Level 87] 蚕食者之影（错误）
175 : [Level 87] 虚卒•践踏者（错误）
176 : [Level 87] 兴风者（错误）
177 : [Level 40] 银鬃尉官
178 : [Level 40] 自动机兵•灰熊
179 : [Level 40] 自动机兵•齿狼
180 : [Level 40] 炽燃徘徊者
181 : [Level 40] 深寒徘徊者
182 : [Level 40] 外宇宙之冰
183 : [Level 40] 外宇宙之炎
184 : [Level 40] 守护者之影
185 : [Level 40] 蚕食者之影
186 : [Level 40] 虚卒•践踏者
187 : [Level 40] 兴风者
188 : [Level 40] 银鬃尉官
189 : [Level 40] 自动机兵•灰熊
190 : [Level 40] 虚卒•践踏者
1001 : [Level 95] 银鬃近卫
1002 : [Level 95] 银鬃射手
1003 : [Level 95] 自动机兵•战犬
1004 : [Level 95] 自动机兵•蜘蛛
1005 : [Level 95] 银鬃尉官
1006 : [Level 95] 自动机兵•灰熊
1007 : [Level 95] 自动机兵•齿狼
1008 : [Level 95] 杰帕德
1009 : [Level 95] 史瓦罗
1010 : [Level 95] 辅助机械臂单元
1011 : [Level 95] 布洛妮娅
1012 : [Level 95] 可可利亚
1013 : [Level 95] 冰锋
1014 : [Level 95] 冰锋
1015 : [Level 95] 霜晶造物
1016 : [Level 95] 炎华造物
1017 : [Level 95] 外宇宙之冰
1018 : [Level 95] 外宇宙之炎
1019 : [Level 95] 永冬灾影
1020 : [Level 95] 火焚灾影
1021 : [Level 95] 炽燃徘徊者
1022 : [Level 95] 自动机兵•甲虫
1023 : [Level 95] 流浪者
1024 : [Level 95] 深寒徘徊者
1025 : [Level 95] 重子
1026 : [Level 95] 反重子
1027 : [Level 95] 虚卒•掠夺者
1028 : [Level 95] 虚卒•篡改者
1029 : [Level 95] 虚卒•践踏者
1030 : [Level 95] 可可利亚，虚妄之母
1031 : [Level 95] 无尽寒冬之槊
1032 : [Level 95] 无尽寒冬之槊
1033 : [Level 95] 末日兽
1034 : [Level 95] 反物质引擎
1035 : [Level 95] 灾虐的右手
1036 : [Level 95] 黎明的左手
1037 : [Level 95] 虚卒•抹消者
1038 : [Level 95] 虚数织叶者
1039 : [Level 95] 银鬃炮手
1040 : [Level 95] 守护者之影
1041 : [Level 95] 次元扑满
1042 : [Level 95] 无想面具
1043 : [Level 95] 兴风者
1044 : [Level 95] 可可利亚（完整）
1045 : [Level 95] 史瓦罗（完整）
1046 : [Level 95] 蚕食者之影
1047 : [Level 95] 巽风造物
1048 : [Level 95] 鸣雷造物
1049 : [Level 95] 「星核猎手」卡芙卡
1050 : [Level 95] 魔阴身士卒
1051 : [Level 95] 云骑巡防士卒
1052 : [Level 95] 「药王秘传」炼形者
1053 : [Level 95] 金人司阍
1054 : [Level 95] 序列扑满
1055 : [Level 95] 毁灭扑满
1056 : [Level 95] 存护扑满
1057 : [Level 95] 丰饶扑满
1058 : [Level 95] 杰帕德（完整）
1059 : [Level 95] 「星核猎手」卡芙卡（完整）
1060 : [Level 95] 入魔机巧 • 灯昼龙鱼
1061 : [Level 95] 入魔机巧 • 率从狻猊
1062 : [Level 95] 入魔机巧 • 浓云金蟾
1063 : [Level 95] 自动机兵•灰熊（完整）
1064 : [Level 95] 序列扑满
1065 : [Level 95] 毁灭扑满
1066 : [Level 95] 丰饶扑满
1067 : [Level 95] 存护扑满
1068 : [Level 95] 银鬃尉官（错误）
1069 : [Level 95] 自动机兵•灰熊（错误）
1070 : [Level 95] 自动机兵•齿狼（错误）
1071 : [Level 95] 炽燃徘徊者（错误）
1072 : [Level 95] 深寒徘徊者（错误）
1073 : [Level 95] 外宇宙之冰（错误）
1074 : [Level 95] 外宇宙之炎（错误）
1075 : [Level 95] 守护者之影（错误）
1076 : [Level 95] 蚕食者之影（错误）
1077 : [Level 95] 虚卒•践踏者（错误）
1078 : [Level 95] 兴风者（错误）
1079 : [Level 95] 「药王秘传」内丹士
1080 : [Level 95] 丰饶玄鹿
1081 : [Level 95] 肃风之杪
1082 : [Level 95] 缃叶之杪
1083 : [Level 95] 繁花之杪
1084 : [Level 95] 嘉实之杪
1085 : [Level 95] 丰饶玄鹿（完整）
1086 : [Level 95] 肃风之杪
1087 : [Level 95] 缃叶之杪
1088 : [Level 95] 繁花之杪
1089 : [Level 95] 嘉实之杪
1090 : [Level 95] 云骑骁卫•彦卿
1091 : [Level 95] 飞剑
1092 : [Level 95] 飞剑
1093 : [Level 95] 不死神实•幻胧
1094 : [Level 95] 丰饶玄莲
1095 : [Level 95] 丰饶玄莲
1096 : [Level 95] 破灭玄莲
1097 : [Level 95] 破灭玄莲
1098 : [Level 95] 不死神实•幻胧
1099 : [Level 95] 丰饶灵兽•娄金
1100 : [Level 95] 丰饶灵兽•奎木
1101 : [Level 95] 丰饶灵兽•长右
1102 : [Level 95] 承露天人
1103 : [Level 95] 「药王秘传」器元士
1104 : [Level 95] 可可利亚（完整）
1105 : [Level 95] 史瓦罗（完整）
1106 : [Level 95] 杰帕德（完整）
1107 : [Level 95] 「星核猎手」卡芙卡（完整）
1108 : [Level 95] 自动机兵•灰熊（完整）
1109 : [Level 95] 虫群•真蛰虫（完整）
1110 : [Level 95] 幼蛰虫
1111 : [Level 95] 次蛰虫
1112 : [Level 95] 基层员工•外勤
1113 : [Level 95] 基层员工•安保
1114 : [Level 95] 资深员工•组长
1115 : [Level 95] 幽府武弁
1116 : [Level 95] 魔阴武弁
1117 : [Level 95] 云骑骁卫•彦卿（完整）
1118 : [Level 95] null
1119 : [Level 95] null
1120 : [Level 95] 「药王秘传」炼形者（错误）
1121 : [Level 95] 金人司阍（错误）
1122 : [Level 95] 金人勾魂使
1123 : [Level 95] 银枝
1124 : [Level 95] 「授勋」
1125 : [Level 95] 「枪尖」
1126 : [Level 95] 「盾」
1127 : [Level 95] 丰饶灵兽•长右（错误）
1128 : [Level 95] 承露天人（错误）
1129 : [Level 95] 虫群•真蛰虫
1130 : [Level 95] 惊梦剧团的气泡锂犬
1131 : [Level 95] 金人勾魂使（错误）
1132 : [Level 95] 幽府武弁
1133 : [Level 95] 资深员工•组长（错误）
1134 : [Level 95] 惊梦剧团的圆幕先生
1135 : [Level 95] 忆域迷因「何物朝向死亡」
1136 : [Level 95] 永眠墓碣
1137 : [Level 95] 永眠墓碣
1138 : [Level 95] 丰饶玄鹿（完整）
1139 : [Level 95] 碎星王虫•斯喀拉卡巴兹（拟造）
1140 : [Level 95] 杰帕德（幻象）
1141 : [Level 95] 可可利亚（幻象）
1142 : [Level 95] 可可利亚，虚妄之母（幻象）
1143 : [Level 95] 杰帕德（幻象）
1144 : [Level 95] 云骑骁卫•彦卿（幻象）
1145 : [Level 95] 丰饶玄鹿（幻象）
1146 : [Level 95] 「星核猎手」卡芙卡（幻象）
1147 : [Level 95] 云骑骁卫•彦卿（完整）
1148 : [Level 95] 银枝（完整）
1149 : [Level 95] 蚀蛰虫
1150 : [Level 95] 「石心十人」诡弈砂金
1151 : [Level 95] 「所有或一无所有」
1152 : [Level 95] 惊梦剧团的舞鸫假面
1153 : [Level 95] 忆域迷因「我心支离破碎」
1154 : [Level 95] 惊梦剧团的弹簧荷官
1155 : [Level 95] 王下一桶
1156 : [Level 95] 惊梦剧团的圆幕先生
1157 : [Level 95] 忆域迷因「视线无处不在」
1158 : [Level 95] 惊梦剧团的甜猿泰山
1159 : [Level 95] 惊梦剧团的十七分熟
1160 : [Level 95] 「星核猎手」萨姆
1161 : [Level 95] 惊梦剧团的发条暴徒
1162 : [Level 95] 忆域迷因「何物藏于镜中」
1163 : [Level 95] 忆域迷因「狂怒褪去之壳」
1164 : [Level 95] 忆域迷因「何物朝向死亡」（完整）
1165 : [Level 95] 惊梦剧团的十七分熟（错误）
1166 : [Level 95] 惊梦剧团的甜猿泰山（错误）
1167 : [Level 95] 惊梦剧团的幸运贩售
1168 : [Level 95] 「身陷樊笼的往昔」
1169 : [Level 95] 「同音共律的来日」
1170 : [Level 95] 「醉于盛会的此刻」
1171 : [Level 95] 忆域迷因「虚荣永无餍足」
1172 : [Level 95] 「齐响诗班」神主日
1173 : [Level 95] 旧梦的回声
1174 : [Level 95] 昔在、今在、永在的剧目
1175 : [Level 95] 无望冽风的幻灭者
1176 : [Level 95] 无尽寒冬之槊
1177 : [Level 95] 无尽寒冬之槊
1178 : [Level 95] 无尽寒冬之槊
1179 : [Level 95] 无尽寒冬之槊
1180 : [Level 95] 无望冽风的幻灭者•虚妄之母
1181 : [Level 95] 芒寒色正的银骑士
1182 : [Level 95] 「授勋」
1183 : [Level 95] 「枪尖」
1184 : [Level 95] 「盾」
1185 : [Level 95] 「星核猎手」萨姆（完整）
1186 : [Level 95] 「石心十人」诡弈砂金（完整）
1187 : [Level 95] 「所有或一无所有」
1188 : [Level 95] 「所有或一无所有」
1189 : [Level 95] 「同音共律的来日」（错误）
1190 : [Level 95] 「醉于盛会的此刻」（错误）
1191 : [Level 95] 「身陷樊笼的往昔」（错误）
1192 : [Level 95] 昔在、今在、永在的剧目（完整）
1193 : [Level 95] 浮烟（完整）
1194 : [Level 95] 勾魂摄魄的支配者
1195 : [Level 95] 惊梦剧团的十七分熟
1196 : [Level 95] 忆域迷因「狂怒褪去之壳」
1197 : [Level 95] 外宇宙之冰
1198 : [Level 95] 外宇宙之炎
1199 : [Level 95] 诛尽杀绝的灭星兽
1200 : [Level 95] 灾虐的右手
1201 : [Level 95] 黎明的左手
1202 : [Level 95] 反物质引擎
1203 : [Level 95] 玄爪狼卒
1204 : [Level 95] 蚀月狼卒
1205 : [Level 95] 咆哮灵柩
1995 : [Level 95] 忆域迷因「虚荣永无餍足」
1996 : [Level 95] 惊梦剧团的圆幕先生
1997 : [Level 95] 忆域迷因「何物藏于镜中」
1998 : [Level 95] 银鬃近卫
1999 : [Level 95] 虫群•真蛰虫（完整）
2098 : [Level 85] null
2112 : [Level 85] 王下一桶
2125 : [Level 82] null
2135 : [Level 85] null
103201 : [Level 29] 炽燃徘徊者
103202 : [Level 29] 外宇宙之冰
103203 : [Level 60] 兴风者
103204 : [Level 60] 金人司阍
103205 : [Level 50] 虚卒•践踏者
103206 : [Level 50] 深寒徘徊者
103207 : [Level 39] 守护者之影
103208 : [Level 39] 兴风者
103209 : [Level 70] 银鬃尉官
103210 : [Level 70] 蚕食者之影
103211 : [Level 80] 「药王秘传」炼形者
103212 : [Level 80] 外宇宙之炎
301001 : [Level 40] 炽燃徘徊者
301002 : [Level 40] 银鬃尉官
301003 : [Level 40] 自动机兵•灰熊
301004 : [Level 40] 史瓦罗
301005 : [Level 40] 虚卒•践踏者
301006 : [Level 40] 可可利亚
301007 : [Level 40] 外宇宙之冰
301008 : [Level 40] 守护者之影
307001 : [Level 72] 自动机兵•灰熊（完整）
307002 : [Level 25] 自动机兵•灰熊（完整）
307003 : [Level 37] 自动机兵•灰熊（完整）
307004 : [Level 50] 自动机兵•灰熊（完整）
307005 : [Level 60] 自动机兵•灰熊（完整）
307006 : [Level 72] 自动机兵•灰熊（完整）
307007 : [Level 81] 自动机兵•灰熊（完整）
307008 : [Level 86] 自动机兵•灰熊（完整）
307011 : [Level 72] 杰帕德（完整）
307012 : [Level 25] 杰帕德（完整）
307013 : [Level 37] 杰帕德（完整）
307014 : [Level 50] 杰帕德（完整）
307015 : [Level 60] 杰帕德（完整）
307016 : [Level 72] 杰帕德（完整）
307017 : [Level 81] 杰帕德（完整）
307018 : [Level 86] 杰帕德（完整）
307021 : [Level 72] 史瓦罗（完整）
307022 : [Level 25] 史瓦罗（完整）
307023 : [Level 37] 史瓦罗（完整）
307024 : [Level 50] 史瓦罗（完整）
307025 : [Level 60] 史瓦罗（完整）
307026 : [Level 72] 史瓦罗（完整）
307027 : [Level 81] 史瓦罗（完整）
307028 : [Level 86] 史瓦罗（完整）
307031 : [Level 72] 「星核猎手」卡芙卡（完整）
307032 : [Level 25] 「星核猎手」卡芙卡（完整）
307033 : [Level 37] 「星核猎手」卡芙卡（完整）
307034 : [Level 50] 「星核猎手」卡芙卡（完整）
307035 : [Level 60] 「星核猎手」卡芙卡（完整）
307036 : [Level 72] 「星核猎手」卡芙卡（完整）
307037 : [Level 81] 「星核猎手」卡芙卡（完整）
307038 : [Level 86] 「星核猎手」卡芙卡（完整）
307041 : [Level 72] 可可利亚（完整）
307042 : [Level 25] 可可利亚（完整）
307043 : [Level 37] 可可利亚（完整）
307044 : [Level 50] 可可利亚（完整）
307045 : [Level 60] 可可利亚（完整）
307046 : [Level 72] 可可利亚（完整）
307047 : [Level 81] 可可利亚（完整）
307048 : [Level 86] 可可利亚（完整）
307111 : [Level 44] 自动机兵•齿狼
307112 : [Level 44] 炽燃徘徊者
307113 : [Level 44] 虚卒•践踏者
307114 : [Level 44] 承露天人
307121 : [Level 44] 自动机兵•齿狼（错误）
307122 : [Level 44] 炽燃徘徊者（错误）
307123 : [Level 44] 虚卒•践踏者（错误）
307124 : [Level 44] 承露天人（错误）
307131 : [Level 44] 杰帕德（完整）
307211 : [Level 44] 深寒徘徊者
307212 : [Level 44] 外宇宙之冰
307213 : [Level 44] 蚕食者之影
307214 : [Level 44] 金人司阍
307221 : [Level 44] 深寒徘徊者（错误）
307222 : [Level 44] 外宇宙之冰（错误）
307223 : [Level 44] 蚕食者之影（错误）
307224 : [Level 44] 金人司阍（错误）
307231 : [Level 44] 可可利亚（完整）
307311 : [Level 44] 银鬃尉官
307312 : [Level 44] 外宇宙之炎
307313 : [Level 44] 兴风者
307314 : [Level 44] 丰饶灵兽•长右
307321 : [Level 44] 银鬃尉官（错误）
307322 : [Level 44] 外宇宙之炎（错误）
307323 : [Level 44] 兴风者（错误）
307324 : [Level 44] 丰饶灵兽•长右（错误）
307331 : [Level 44] 丰饶玄鹿（完整）
307411 : [Level 44] 自动机兵•灰熊
307412 : [Level 44] 外宇宙之冰
307413 : [Level 44] 金人司阍
307414 : [Level 44] 丰饶灵兽•长右
307421 : [Level 44] 自动机兵•灰熊（错误）
307422 : [Level 44] 外宇宙之冰（错误）
307423 : [Level 44] 金人司阍（错误）
307424 : [Level 44] 丰饶灵兽•长右（错误）
307431 : [Level 44] 史瓦罗（完整）
307511 : [Level 44] 守护者之影
307512 : [Level 44] 虚卒•践踏者
307513 : [Level 44] 「药王秘传」炼形者
307514 : [Level 44] 承露天人
307521 : [Level 44] 守护者之影（错误）
307522 : [Level 44] 虚卒•践踏者（错误）
307523 : [Level 44] 「药王秘传」炼形者（错误）
307524 : [Level 44] 承露天人（错误）
307531 : [Level 44] 「星核猎手」卡芙卡（完整）
310010 : [Level 80] 反物质军团
310011 : [Level 80] 虚卒•践踏者
310020 : [Level 80] 反物质军团
310030 : [Level 80] 裂界造物
310040 : [Level 80] 炽燃徘徊者
310050 : [Level 80] 炽燃徘徊者
310060 : [Level 80] 炽燃徘徊者
310080 : [Level 80] 反物质军团
310090 : [Level 80] 反物质军团
310091 : [Level 80] 裂界造物
310130 : [Level 80] 反物质军团
311010 : [Level 80] 虚卒•践踏者
311020 : [Level 80] 
311021 : [Level 80] 
311022 : [Level 80] 
311023 : [Level 80] 
311024 : [Level 80] 银鬃尉官
311025 : [Level 80] 
311030 : [Level 80] 反物质军团
311031 : [Level 80] 巡逻的机械
311040 : [Level 80] 炽燃徘徊者
311050 : [Level 80] 外宇宙之炎
311051 : [Level 80] 反物质军团
311052 : [Level 80] 外宇宙之炎
311060 : [Level 80] null
311061 : [Level 80] 流浪者地痞
311070 : [Level 80] 反物质军团
311080 : [Level 80] 蚕食者之影
311090 : [Level 80] null
311091 : [Level 80] 外宇宙之冰
311100 : [Level 80] 外宇宙之炎
311110 : [Level 80] 外宇宙之炎
311120 : [Level 80] 外宇宙之冰
312010 : [Level 80] 银鬃铁卫
312020 : [Level 80] 巡逻的机械
312030 : [Level 80] 炽燃徘徊者
312040 : [Level 80] 反物质军团
312044 : [Level 80] 自动机兵•灰熊
312050 : [Level 80] 守护者之影
312060 : [Level 80] 反物质军团
312061 : [Level 80] 反物质军团
312070 : [Level 80] 银鬃铁卫
312080 : [Level 80] 守护者之影
312090 : [Level 80] 炽燃徘徊者
312100 : [Level 80] 外宇宙之冰
312110 : [Level 80] 反物质军团
312120 : [Level 80] 自动机兵•灰熊
312130 : [Level 80] 「药王秘传」炼形者
312140 : [Level 80] 承露天人
312150 : [Level 80] 虚卒•践踏者
312170 : [Level 80] 守护者之影
312180 : [Level 80] 兴风者
312210 : [Level 80] 金人司阍
313010 : [Level 80] 资深员工•组长
313020 : [Level 80] 银鬃尉官
313030 : [Level 80] 银鬃尉官
313040 : [Level 80] 炽燃徘徊者
313050 : [Level 80] 自动机兵•齿狼
313060 : [Level 80] 外宇宙之炎
313070 : [Level 80] 外宇宙之冰
313080 : [Level 80] 惊梦剧团的十七分熟
313081 : [Level 80] 惊梦剧团
313082 : [Level 80] 惊梦剧团
313083 : [Level 80] 惊梦剧团
313084 : [Level 80] 惊梦剧团
313090 : [Level 80] 银鬃尉官
313100 : [Level 80] 忆域迷因「狂怒褪去之壳」
313101 : [Level 80] 惊梦剧团
313102 : [Level 80] 惊梦剧团
313103 : [Level 80] 惊梦剧团
313120 : [Level 80] 自动机兵•齿狼
313140 : [Level 80] 银鬃尉官
313150 : [Level 80] 银鬃尉官
380050 : [Level 80] 忆域迷因「狂怒褪去之壳」
400000 : [Level 30] 反物质军团
400001 : [Level 30] 反物质军团
400002 : [Level 30] 反物质军团
400003 : [Level 30] 反物质军团
400004 : [Level 30] 反物质军团
400005 : [Level 30] 反物质军团
400006 : [Level 30] 反物质军团
400007 : [Level 30] 反物质军团
400008 : [Level 60] 反物质军团
400009 : [Level 80] 反物质军团
400010 : [Level 80] 反物质军团
400011 : [Level 30] 反物质军团
400012 : [Level 30] 反物质军团
400013 : [Level 30] 反物质军团
400014 : [Level 30] 反物质军团
400015 : [Level 30] 反物质军团
400016 : [Level 30] 反物质军团
400017 : [Level 30] 反物质军团
400018 : [Level 30] 反物质军团
400101 : [Level 30] 反物质军团
400102 : [Level 30] 反物质军团
400103 : [Level 30] 反物质军团
400104 : [Level 30] 反物质军团
400105 : [Level 30] 反物质军团
400106 : [Level 30] 反物质军团
400107 : [Level 80] 反物质军团
400108 : [Level 30] 反物质军团
400109 : [Level 30] 反物质军团
400111 : [Level 30] 反物质军团
400112 : [Level 60] 反物质军团
400113 : [Level 30] 反物质军团
400114 : [Level 30] 反物质军团
400115 : [Level 30] 反物质军团
400203 : [Level 30] 反物质军团
400206 : [Level 30] 反物质军团
400207 : [Level 80] 忆域迷因「狂怒褪去之壳」
418001 : [Level 80] 云骑巡防士卒
418002 : [Level 80] 金人司阍
418003 : [Level 80] 云骑骁卫•彦卿
418004 : [Level 80] 云骑巡防士卒
418005 : [Level 80] 金人司阍（错误）
418006 : [Level 80] 云骑骁卫•彦卿（完整）
420012 : [Level 90] 丰饶玄鹿（幻象）
420022 : [Level 90] 「星核猎手」卡芙卡（幻象）
420032 : [Level 90] 云骑骁卫•彦卿（幻象）
420042 : [Level 90] 布洛妮娅（幻象）
420052 : [Level 90] 可可利亚（幻象）
420101 : [Level 60] 无望冽风的幻灭者
420102 : [Level 70] 无望冽风的幻灭者
420103 : [Level 80] 无望冽风的幻灭者
420104 : [Level 90] 无望冽风的幻灭者
420111 : [Level 60] 芒寒色正的银骑士
420112 : [Level 70] 芒寒色正的银骑士
420113 : [Level 80] 芒寒色正的银骑士
420114 : [Level 90] 芒寒色正的银骑士
